displayName,description,datatype,patientAttribute,priority,clinicalAttributeId,studyId
"17p Status","Chromosome Arm-Calls: 17p","STRING",false,"1","STATUS_17P","acc_tcga_pan_can_atlas_2018"
"17q Status","Chromosome Arm-Calls: 17q","STRING",false,"1","STATUS_17Q","acc_tcga_pan_can_atlas_2018"
"18p Status","Chromosome Arm-Calls: 18p","STRING",false,"1","STATUS_18P","acc_tcga_pan_can_atlas_2018"
"18q Status","Chromosome Arm-Calls: 18q","STRING",false,"1","STATUS_18Q","acc_tcga_pan_can_atlas_2018"
"19p Status","Chromosome Arm-Calls: 19p","STRING",false,"1","STATUS_19P","acc_tcga_pan_can_atlas_2018"
"19q Status","Chromosome Arm-Calls: 19q","STRING",false,"1","STATUS_19Q","acc_tcga_pan_can_atlas_2018"
"1p Status","Chromosome Arm-Calls: 1p","STRING",false,"1","STATUS_1P","acc_tcga_pan_can_atlas_2018"
"1q Status","Chromosome Arm-Calls: 1q","STRING",false,"1","STATUS_1Q","acc_tcga_pan_can_atlas_2018"
"20p Status","Chromosome Arm-Calls: 20p","STRING",false,"1","STATUS_20P","acc_tcga_pan_can_atlas_2018"
"20q Status","Chromosome Arm-Calls: 20q","STRING",false,"1","STATUS_20Q","acc_tcga_pan_can_atlas_2018"
"21 (21q) Status","Chromosome Arm-Calls: 21 (21q)","STRING",false,"1","STATUS_21_21Q","acc_tcga_pan_can_atlas_2018"
"22 (22q) Status","Chromosome Arm-Calls: 22 (22q)","STRING",false,"1","STATUS_22_22Q","acc_tcga_pan_can_atlas_2018"
"2p Status","Chromosome Arm-Calls: 2p","STRING",false,"1","STATUS_2P","acc_tcga_pan_can_atlas_2018"
"2q Status","Chromosome Arm-Calls: 2q","STRING",false,"1","STATUS_2Q","acc_tcga_pan_can_atlas_2018"
"3p Status","Chromosome Arm-Calls: 3p","STRING",false,"1","STATUS_3P","acc_tcga_pan_can_atlas_2018"
"3q Status","Chromosome Arm-Calls: 3q","STRING",false,"1","STATUS_3Q","acc_tcga_pan_can_atlas_2018"
"4p Status","Chromosome Arm-Calls: 4p","STRING",false,"1","STATUS_4P","acc_tcga_pan_can_atlas_2018"
"4q Status","Chromosome Arm-Calls: 4q","STRING",false,"1","STATUS_4Q","acc_tcga_pan_can_atlas_2018"
"5p Status","Chromosome Arm-Calls: 5p","STRING",false,"1","STATUS_5P","acc_tcga_pan_can_atlas_2018"
"5q Status","Chromosome Arm-Calls: 5q","STRING",false,"1","STATUS_5Q","acc_tcga_pan_can_atlas_2018"
"6p Status","Chromosome Arm-Calls: 6p","STRING",false,"1","STATUS_6P","acc_tcga_pan_can_atlas_2018"
"6q Status","Chromosome Arm-Calls: 6q","STRING",false,"1","STATUS_6Q","acc_tcga_pan_can_atlas_2018"
"7p Status","Chromosome Arm-Calls: 7p","STRING",false,"1","STATUS_7P","acc_tcga_pan_can_atlas_2018"
"7q Status","Chromosome Arm-Calls: 7q","STRING",false,"1","STATUS_7Q","acc_tcga_pan_can_atlas_2018"
"8p Status","Chromosome Arm-Calls: 8p","STRING",false,"1","STATUS_8P","acc_tcga_pan_can_atlas_2018"
"8q Status","Chromosome Arm-Calls: 8q","STRING",false,"1","STATUS_8Q","acc_tcga_pan_can_atlas_2018"
"9p Status","Chromosome Arm-Calls: 9p","STRING",false,"1","STATUS_9P","acc_tcga_pan_can_atlas_2018"
"9q Status","Chromosome Arm-Calls: 9q","STRING",false,"1","STATUS_9Q","acc_tcga_pan_can_atlas_2018"
"Subtype","Subtype","STRING",true,"1","SUBTYPE","acc_tcga_pan_can_atlas_2018"
"Tissue Prospective Collection Indicator","Tissue prospective collection indicator.","STRING",false,"1","TISSUE_PROSPECTIVE_COLLECTION_INDICATOR","acc_tcga_pan_can_atlas_2018"
"Tissue Retrospective Collection Indicator","Tissue retrospective collection indicator.","STRING",false,"1","TISSUE_RETROSPECTIVE_COLLECTION_INDICATOR","acc_tcga_pan_can_atlas_2018"
"Tissue Source Site","A Tissue Source Site collects samples (tissue, cell, or blood) and cliincal metadata which are then sent to tha Biospecimen Core Resource.","STRING",false,"1","TISSUE_SOURCE_SITE","acc_tcga_pan_can_atlas_2018"
"Tumor Disease Anatomic Site","Text term that describes the anatomic site of the tumor or disease.","STRING",false,"1","TUMOR_TISSUE_SITE","acc_tcga_pan_can_atlas_2018"
"Tumor Type","Tumor Type","STRING",false,"1","TUMOR_TYPE","acc_tcga_pan_can_atlas_2018"
"Patient Weight","Weight measured in kilograms.","NUMBER",true,"1","WEIGHT","acc_tcga_pan_can_atlas_2018"
"Actionable Alterations","Number of actionable alterations","NUMBER",false,"1","ACTIONABLE_ALTERATIONS","acyc_fmi_2014"
"Diagnosis Age","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE","acyc_fmi_2014"
"Cancer Type","Disease type","STRING",false,"1","CANCER_TYPE","acyc_fmi_2014"
"Cancer Type Detailed","Cancer Type Detailed","STRING",false,"1","CANCER_TYPE_DETAILED","acyc_fmi_2014"
"Fusion Status","Fusion Status","STRING",false,"1","FUSION_STATUS","acyc_fmi_2014"
"Genomic Alterations","Number of genomic alterations","NUMBER",false,"1","GENOMIC_ALTERATIONS","acyc_fmi_2014"
"Metastatic Site","The anatomic location to which the cancer has spread.","STRING",false,"1","METASTATIC_SITE","acyc_fmi_2014"
"Metastatic tumor indicator","Distant metastasis present ind2","STRING",false,"1","METASTATIC_TUMOR_INDICATOR","acyc_fmi_2014"
"Mutation Count","Mutation Count","NUMBER",false,"30","MUTATION_COUNT","acyc_fmi_2014"
"Oncotree Code","Oncotree Code","STRING",false,"1","ONCOTREE_CODE","acyc_fmi_2014"
"Patient Tumor Grade","Patient Tumor Grade","STRING",true,"1","PATIENT_GRADE","acyc_fmi_2014"
"Platform","Platform.","STRING",false,"1","PLATFORM","acyc_fmi_2014"
"Primary Tumor Site","Text term to describe the organ sub-division in an individual with cancer.","STRING",false,"1","PRIMARY_SITE","acyc_fmi_2014"
"Sample Type","The type of sample (i.e., normal, primary, met, recurrence).","STRING",false,"1","SAMPLE_TYPE","acyc_fmi_2014"
"Sex","Sex","STRING",true,"1","SEX","acyc_fmi_2014"
"Tumor Stage","Tumor stage.","STRING",false,"1","TUMOR_STAGE","acyc_fmi_2014"
"Tumor Disease Anatomic Site","Text term that describes the anatomic site of the tumor or disease.","STRING",false,"1","TUMOR_TISSUE_SITE","acyc_fmi_2014"
"Diagnosis Age","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE","acyc_mda_2015"
"Cancer Type","Disease type","STRING",false,"1","CANCER_TYPE","acyc_mda_2015"
"Cancer Type Detailed","Cancer Type Detailed","STRING",false,"1","CANCER_TYPE_DETAILED","acyc_mda_2015"
"Other Gene Fusion","Description of other gene fusions identified by RT-PCR/qPCR/WGS (non-MYB/MYBL1/NFIB).","STRING",true,"1","FUSION_OTHER","acyc_mda_2015"
"Fusion Status","Fusion Status","STRING",false,"1","FUSION_STATUS","acyc_mda_2015"
"Genomic Alterations","Number of genomic alterations","NUMBER",false,"1","GENOMIC_ALTERATIONS","acyc_mda_2015"
"Histological Type","Histological Type","STRING",true,"1","HISTOLOGICAL_TYPE","acyc_mda_2015"
"Mutation Count","Mutation Count","NUMBER",false,"30","MUTATION_COUNT","acyc_mda_2015"
"MYB or MYBL1 Fusion","Description of MYB or MYBL1 fusions identified.","STRING",true,"1","MYB_MYBL1_FUSION","acyc_mda_2015"
"MYB or MYBL1 Fusion Method","Method used to validate MYB or MYBL1 gene fusions.","STRING",true,"1","MYB_MYBL1_FUSION_METHOD","acyc_mda_2015"
"MYB-NFIB FISH","MYB-NFIB FISH.","STRING",false,"1","MYB_NFIB_FISH","acyc_mda_2015"
"MYB-NFIB Rearrangement","MYB-NFIB Rearrangement Description","STRING",true,"1","MYB_NFIB_REARRANGEMENT","acyc_mda_2015"
"MYB-NFIB Translocation","Description of translocations resulting in MYB-NFIB gene fusions.","STRING",true,"1","MYB_NFIB_TRANSLOCATION","acyc_mda_2015"
"Other NFIB Fusion","Description of other NFIB fusions.","STRING",true,"1","NFIB_FUSION_OTHER","acyc_mda_2015"
"Oncotree Code","Oncotree Code","STRING",false,"1","ONCOTREE_CODE","acyc_mda_2015"
"Perineural Invasion","Perineural invasion.","STRING",false,"1","PERINEURAL_INVASION","acyc_mda_2015"
"Platform","Platform.","STRING",false,"1","PLATFORM","acyc_mda_2015"
"Primary Tumor Site","Text term to describe the organ sub-division in an individual with cancer.","STRING",false,"1","PRIMARY_SITE","acyc_mda_2015"
"Sample Type","The type of sample (i.e., normal, primary, met, recurrence).","STRING",false,"1","SAMPLE_TYPE","acyc_mda_2015"
"Sex","Sex","STRING",true,"1","SEX","acyc_mda_2015"
"Tumor Size","Tumor size.","STRING",false,"1","TUMOR_SIZE","acyc_mda_2015"
"Tumor Disease Anatomic Site","Text term that describes the anatomic site of the tumor or disease.","STRING",false,"1","TUMOR_TISSUE_SITE","acyc_mda_2015"
"Adjuvant Treatment","Adjuvant treatment.","STRING",true,"1","ADJUVANT_TX","acyc_mskcc_2013"
"Diagnosis Age","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE","acyc_mskcc_2013"
"Angiolymphatic Invasion","Presence of angiolymphatic invasion.","STRING",true,"1","ANGIOLYMPHATIC_INVASION","acyc_mskcc_2013"
"Cancer Type","Disease type","STRING",false,"1","CANCER_TYPE","acyc_mskcc_2013"
"Cancer Type Detailed","Cancer Type Detailed","STRING",false,"1","CANCER_TYPE_DETAILED","acyc_mskcc_2013"
"DiseaseFree (Months)","Disease free (months) since initial treatment.","NUMBER",true,"1","DFS_MONTHS","acyc_mskcc_2013"
"DiseaseFree Status","Disease free status since initial treatment.","STRING",true,"1","DFS_STATUS","acyc_mskcc_2013"
"Disease Status","Disease Status","STRING",true,"1","DISEASE_STATUS","acyc_mskcc_2013"
"Fraction Genome Altered","Fraction Genome Altered","NUMBER",false,"20","FRACTION_GENOME_ALTERED","acyc_mskcc_2013"
"Fusion Status","Fusion Status","STRING",false,"1","FUSION_STATUS","acyc_mskcc_2013"
"Genomic Alterations","Number of genomic alterations","NUMBER",false,"1","GENOMIC_ALTERATIONS","acyc_mskcc_2013"
"Histological Type","Histological Type","STRING",true,"1","HISTOLOGICAL_TYPE","acyc_mskcc_2013"
"Katabi Path","Katabi path.","STRING",true,"1","KATABI_PATH","acyc_mskcc_2013"
"Metastatic Site","The anatomic location to which the cancer has spread.","STRING",false,"1","METASTATIC_SITE","acyc_mskcc_2013"
"Metastatic tumor indicator","Distant metastasis present ind2","STRING",false,"1","METASTATIC_TUMOR_INDICATOR","acyc_mskcc_2013"
"Mutation Count","Mutation Count","NUMBER",false,"30","MUTATION_COUNT","acyc_mskcc_2013"
"MYB or MYBL1 Fusion","Description of MYB or MYBL1 fusions identified.","STRING",true,"1","MYB_MYBL1_FUSION","acyc_mskcc_2013"
"MYB-NFIB FISH","MYB-NFIB FISH.","STRING",false,"1","MYB_NFIB_FISH","acyc_mskcc_2013"
"Official Pathology","Official pathology.","STRING",true,"1","OFFICIAL_PATH","acyc_mskcc_2013"
"Oncotree Code","Oncotree Code","STRING",false,"1","ONCOTREE_CODE","acyc_mskcc_2013"
"Overall Survival (Months)","Overall survival in months since initial diagonosis.","NUMBER",true,"1","OS_MONTHS","acyc_mskcc_2013"
"Overall Survival Status","Overall patient survival status.","STRING",true,"1","OS_STATUS","acyc_mskcc_2013"
"Patient Tumor Grade","Patient Tumor Grade","STRING",true,"1","PATIENT_GRADE","acyc_mskcc_2013"
"Perineural Invasion","Perineural invasion.","STRING",false,"1","PERINEURAL_INVASION","acyc_mskcc_2013"
"Platform","Platform.","STRING",false,"1","PLATFORM","acyc_mskcc_2013"
"Primary Tumor Site","Text term to describe the organ sub-division in an individual with cancer.","STRING",false,"1","PRIMARY_SITE","acyc_mskcc_2013"
"Radiation Therapy","Radiation therapy description","STRING",true,"1","RADIATION_THERAPY","acyc_mskcc_2013"
"Sample Type","The type of sample (i.e., normal, primary, met, recurrence).","STRING",false,"1","SAMPLE_TYPE","acyc_mskcc_2013"
"Sex","Sex","STRING",true,"1","SEX","acyc_mskcc_2013"
"Tumor Stage","Tumor stage.","STRING",false,"1","TUMOR_STAGE","acyc_mskcc_2013"
"Tumor Disease Anatomic Site","Text term that describes the anatomic site of the tumor or disease.","STRING",false,"1","TUMOR_TISSUE_SITE","acyc_mskcc_2013"
"Aberrant Cell Fraction","Aberrant Cell Fraction","STRING",false,"1","ABERRANT_CELL_FRACTION","acyc_sanger_2013"
"Diagnosis Age","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE","acyc_sanger_2013"
"Cancer Type","Disease type","STRING",false,"1","CANCER_TYPE","acyc_sanger_2013"
"Cancer Type Detailed","Cancer Type Detailed","STRING",false,"1","CANCER_TYPE_DETAILED","acyc_sanger_2013"
"Fusion Status","Fusion Status","STRING",false,"1","FUSION_STATUS","acyc_sanger_2013"
"Genomic Alterations","Number of genomic alterations","NUMBER",false,"1","GENOMIC_ALTERATIONS","acyc_sanger_2013"
"Histological Type","Histological Type","STRING",true,"1","HISTOLOGICAL_TYPE","acyc_sanger_2013"
"Mutation Count","Mutation Count","NUMBER",false,"30","MUTATION_COUNT","acyc_sanger_2013"
"MYB Activation","Presence of MYB activation","STRING",true,"1","MYB_ACTIVATION","acyc_sanger_2013"
"MYB Validation Method","Method used for validating MYB activation","STRING",true,"1","MYB_VALIDATION","acyc_sanger_2013"
"Oncotree Code","Oncotree Code","STRING",false,"1","ONCOTREE_CODE","acyc_sanger_2013"
"Platform","Platform.","STRING",false,"1","PLATFORM","acyc_sanger_2013"
"Primary Tumor Site","Text term to describe the organ sub-division in an individual with cancer.","STRING",false,"1","PRIMARY_SITE","acyc_sanger_2013"
"Sample Type","The type of sample (i.e., normal, primary, met, recurrence).","STRING",false,"1","SAMPLE_TYPE","acyc_sanger_2013"
"Sex","Sex","STRING",true,"1","SEX","acyc_sanger_2013"
"Tumor Disease Anatomic Site","Text term that describes the anatomic site of the tumor or disease.","STRING",false,"1","TUMOR_TISSUE_SITE","acyc_sanger_2013"
"Diagnosis Age","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE","all_phase2_target_2018_pub"
"Diagnosis Age (days)","Age at which a condition or disease was first diagnosed.","NUMBER",true,"1","AGE_IN_DAYS","all_phase2_target_2018_pub"
"Alternative Therapy Given","Alternative Therapy Given","STRING",true,"1","ALTERNATE_THERAPY","all_phase2_target_2018_pub"
"Other Alternative Therapy Given","Other Alternative Therapy Given","STRING",true,"1","ALTERNATE_THERAPY_OTHER","all_phase2_target_2018_pub"
"Analysis Cohort","Analysis Cohort","STRING",false,"1","ANALYSIS_COHORT","all_phase2_target_2018_pub"
"BCR ABL1 Status","BCR ABL1 status","STRING",false,"1","BCR_ABL1_STATUS","all_phase2_target_2018_pub"
"Bone Marrow Blasts Day 15","Bone Marrow Blasts Day 15","NUMBER",true,"1","BM_DAY_15","all_phase2_target_2018_pub"
"Bone Marrow Blasts Day 29","Bone Marrow Blasts Day 29","NUMBER",true,"1","BM_DAY_29","all_phase2_target_2018_pub"
"Bone Marrow Blasts Day 43","Bone Marrow Blasts Day 43","NUMBER",true,"1","BM_DAY_43","all_phase2_target_2018_pub"
"Bone Marrow Blasts Day 8","Bone Marrow Blasts Day 8","NUMBER",true,"1","BM_DAY_8","all_phase2_target_2018_pub"
"Bone Marrow Site of Relapse","Bone Marrow Site of Relapse","STRING",false,"1","BONE_MARROW_SITE_OF_RELAPSE","all_phase2_target_2018_pub"
"Cancer Type","Cancer Type","STRING",false,"1","CANCER_TYPE","all_phase2_target_2018_pub"
"Cancer Type Detailed","Cancer Type Detailed","STRING",false,"1","CANCER_TYPE_DETAILED","all_phase2_target_2018_pub"
"Cell of tumor origin","Cell of tumor origin","STRING",false,"1","CELL_OF_ORIGIN","all_phase2_target_2018_pub"
"CNS Site of Relapse","CNS Site of Relapse","STRING",false,"1","CNS_SITE_OF_RELAPSE","all_phase2_target_2018_pub"
"CNS Status","CNS status.","STRING",true,"1","CNS_STATUS","all_phase2_target_2018_pub"
"Congenital Abnormality","Congentital abnormality.","STRING",true,"1","CONGENITAL_ABNORMALITY","all_phase2_target_2018_pub"
"Death from Initial Pathologic Diagnosis Date","Time interval from a person's date of death to the date of initial pathologic diagnosis, represented as a calculated number of days.","NUMBER",true,"1","DAYS_TO_DEATH","all_phase2_target_2018_pub"
"Time To Event (days)","Time To Event (days)","NUMBER",true,"1","DAYS_TO_EVENT","all_phase2_target_2018_pub"
"DNA Index","DNA index.","STRING",false,"1","DNA_INDEX","all_phase2_target_2018_pub"
"Ethnicity Category","The text for reporting information about ethnicity.","STRING",true,"1","ETHNICITY","all_phase2_target_2018_pub"
