category,name,description,sampleListId,studyId
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (816 samples)","brca_tcga_pub2015_cnaseq","brca_tcga_pub2015"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (816 samples)","brca_tcga_pub2015_cna","brca_tcga_pub2015"
"other","TCGA Freeze 2015","TCGA second data freeze (817 samples)","brca_tcga_pub2015_freeze","brca_tcga_pub2015"
"other","Her2-positive breast tumors","Her2-positive breast tumors (120 samples)","brca_tcga_pub2015_her2pos","brca_tcga_pub2015"
"other","Invasive Ductal Cancer (PAM50 Her2-enriched)","PAM50 Her2-enriched subtype in IDC (51 samples)","brca_tcga_pub2015_idc_her2","brca_tcga_pub2015"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (817 samples)","brca_tcga_pub2015_rna_seq_v2_mrna","brca_tcga_pub2015"
"other","Invasive Ductal Cancer (PAM50 Basal-like)","PAM50 Basal-like subtype in IDC (107 samples)","brca_tcga_pub2015_idc_basal","brca_tcga_pub2015"
"other","Triple-negative breast tumors","Triple-negative breast tumors (82 samples)","brca_tcga_pub2015_trineg","brca_tcga_pub2015"
"other","Invasive Ductal Cancer (Luminal A)","Invasive Ductal Luminal A Breast Tumors (201 samples)","brca_tcga_pub2015_idc_luma","brca_tcga_pub2015"
"other","Mixed IDC/ILC breast cancer","Mixed ILC/IDC breast cancer (88 samples)","brca_tcga_pub2015_mixed","brca_tcga_pub2015"
"all_cases_in_study","All Tumors","All tumor samples (818 samples)","brca_tcga_pub2015_all","brca_tcga_pub2015"
"other","ER+ breast tumors","ER+ breast tumors (594 samples)","brca_tcga_pub2015_erpos","brca_tcga_pub2015"
"other","Invasive Lobular Cancer (Luminal A)","Invasive Lobular Luminal A Breast Tumors (106 samples)","brca_tcga_pub2015_ilc_lumA","brca_tcga_pub2015"
"all_cases_with_mrna_array_data","Tumor Samples with mRNA data (Agilent microarray)","All samples with mRNA expression data (421 samples)","brca_tcga_pub2015_mrna","brca_tcga_pub2015"
"other","ER- breast tumors","ER- breast tumors (174 samples)","brca_tcga_pub2015_erneg","brca_tcga_pub2015"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (816 samples)","brca_tcga_pub2015_3way_complete","brca_tcga_pub2015"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (673 samples)","brca_tcga_pub2015_rppa","brca_tcga_pub2015"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM27)","All samples with methylation (HM27) data (264 samples)","brca_tcga_pub2015_methylation_hm27","brca_tcga_pub2015"
"other","Other histologies breast cancer","Other histologies of breast cancer (112 samples)","brca_tcga_pub2015_other","brca_tcga_pub2015"
"other","Invasive Ductal Cancer (PAM50 Luminal B)","PAM50 Luminal B subtype in IDC (122 samples)","brca_tcga_pub2015_idc_lumB","brca_tcga_pub2015"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (1918 samples)","breast_msk_2018_sequenced","breast_msk_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (1918 samples)","breast_msk_2018_cnaseq","breast_msk_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (1918 samples)","breast_msk_2018_cna","breast_msk_2018"
"all_cases_in_study","All Tumors","All tumor samples (1918 samples)","breast_msk_2018_all","breast_msk_2018"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (78 samples)","ccrcc_irc_2014_sequenced","ccrcc_irc_2014"
"all_cases_in_study","All Tumors","All tumor samples (84 samples)","ccrcc_irc_2014_all","ccrcc_irc_2014"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (106 samples)","ccrcc_utokyo_2013_sequenced","ccrcc_utokyo_2013"
"all_cases_in_study","All Tumors","All tumor samples (106 samples)","ccrcc_utokyo_2013_all","ccrcc_utokyo_2013"
"all_cases_with_mutation_data","Sequenced Tumors","All sequenced samples (1020 samples)","cellline_ccle_broad_sequenced","cellline_ccle_broad"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (881 samples)","cellline_ccle_broad_cnaseq","cellline_ccle_broad"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (995 samples)","cellline_ccle_broad_cna","cellline_ccle_broad"
"all_cases_in_study","All Tumors","All tumor samples (1020 samples)","cellline_ccle_broad_all","cellline_ccle_broad"
"all_cases_with_mrna_array_data","Tumor Samples with mRNA data (Agilent microarray)","All samples with mRNA expression data (967 samples)","cellline_ccle_broad_mrna","cellline_ccle_broad"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (995 samples)","cellline_ccle_broad_log2CNA","cellline_ccle_broad"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (877 samples)","cellline_ccle_broad_3way_complete","cellline_ccle_broad"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (60 samples)","cellline_nci60_sequenced","cellline_nci60"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (53 samples)","cellline_nci60_cnaseq","cellline_nci60"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (60 samples)","cellline_nci60_cna","cellline_nci60"
"all_cases_in_study","All Tumors","All tumor samples (67 samples)","cellline_nci60_all","cellline_nci60"
"all_cases_with_mrna_array_data","Tumor Samples with mRNA data (Agilent microarray)","All samples with mRNA expression data (60 samples)","cellline_nci60_mrna","cellline_nci60"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (53 samples)","cellline_nci60_3way_complete","cellline_nci60"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (312 samples)","cesc_tcga_methylation_hm450","cesc_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (309 samples)","cesc_tcga_methylation_all","cesc_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All sequenced tumor samples (194 samples)","cesc_tcga_sequenced","cesc_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (191 samples)","cesc_tcga_cnaseq","cesc_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (295 samples)","cesc_tcga_cna","cesc_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (306 samples)","cesc_tcga_rna_seq_v2_mrna","cesc_tcga"
"all_cases_in_study","All Tumors","All tumor samples (310 samples)","cesc_tcga_all","cesc_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (190 samples)","cesc_tcga_3way_complete","cesc_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (173 samples)","cesc_tcga_rppa","cesc_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (291 samples)","cesc_tcga_pan_can_atlas_2018_sequenced","cesc_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (278 samples)","cesc_tcga_pan_can_atlas_2018_cnaseq","cesc_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (293 samples)","cesc_tcga_pan_can_atlas_2018_cna","cesc_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (294 samples)","cesc_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","cesc_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (297 samples)","cesc_tcga_pan_can_atlas_2018_all","cesc_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (293 samples)","cesc_tcga_pan_can_atlas_2018_log2CNA","cesc_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (275 samples)","cesc_tcga_pan_can_atlas_2018_3way_complete","cesc_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (40 samples)","chol_jhu_2013_sequenced","chol_jhu_2013"
"all_cases_in_study","All Tumors","All tumor samples (40 samples)","chol_jhu_2013_all","chol_jhu_2013"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (15 samples)","chol_nccs_2013_sequenced","chol_nccs_2013"
"all_cases_in_study","All Tumors","All tumor samples (15 samples)","chol_nccs_2013_all","chol_nccs_2013"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (8 samples)","chol_nus_2012_sequenced","chol_nus_2012"
"all_cases_in_study","All Tumors","All tumor samples (8 samples)","chol_nus_2012_all","chol_nus_2012"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (37 samples)","chol_tcga_methylation_hm450","chol_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (36 samples)","chol_tcga_methylation_all","chol_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All sequenced tumor samples (35 samples)","chol_tcga_sequenced","chol_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (35 samples)","chol_tcga_cnaseq","chol_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (36 samples)","chol_tcga_cna","chol_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (36 samples)","chol_tcga_rna_seq_v2_mrna","chol_tcga"
"all_cases_in_study","All Tumors","All tumor samples (45 samples)","chol_tcga_all","chol_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (35 samples)","chol_tcga_3way_complete","chol_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (30 samples)","chol_tcga_rppa","chol_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (36 samples)","chol_tcga_pan_can_atlas_2018_sequenced","chol_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (36 samples)","chol_tcga_pan_can_atlas_2018_cnaseq","chol_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (36 samples)","chol_tcga_pan_can_atlas_2018_cna","chol_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (36 samples)","chol_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","chol_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (36 samples)","chol_tcga_pan_can_atlas_2018_all","chol_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (36 samples)","chol_tcga_pan_can_atlas_2018_log2CNA","chol_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (36 samples)","chol_tcga_pan_can_atlas_2018_3way_complete","chol_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (105 samples)","cllsll_icgc_2011_sequenced","cllsll_icgc_2011"
"all_cases_in_study","All Tumors","All tumor samples (105 samples)","cllsll_icgc_2011_all","cllsll_icgc_2011"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (506 samples)","cll_iuopa_2015_sequenced","cll_iuopa_2015"
"all_cases_in_study","All Tumors","All tumor samples (506 samples)","cll_iuopa_2015_all","cll_iuopa_2015"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (619 samples)","coadread_dfci_2016_sequenced","coadread_dfci_2016"
"all_cases_in_study","All Tumors","All tumor samples (619 samples)","coadread_dfci_2016_all","coadread_dfci_2016"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (72 samples)","coadread_genentech_sequenced","coadread_genentech"
"all_cases_in_study","All Tumors","All tumor samples (72 samples)","coadread_genentech_all","coadread_genentech"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (138 samples)","coadread_mskcc_sequenced","coadread_mskcc"
"all_cases_in_study","All Tumors","All tumor samples (138 samples)","coadread_mskcc_all","coadread_mskcc"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (396 samples)","coadread_tcga_methylation_hm450","coadread_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (396 samples)","coadread_tcga_methylation_all","coadread_tcga"
"other","Tumor Samples with Protein Quantification (Mass Spec)","All samples with mass spec protein quantification data (90 samples)","coadread_tcga_protein_quantification","coadread_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (223 samples)","coadread_tcga_sequenced","coadread_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (220 samples)","coadread_tcga_cnaseq","coadread_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (616 samples)","coadread_tcga_cna","coadread_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (382 samples)","coadread_tcga_rna_seq_v2_mrna","coadread_tcga"
"all_cases_in_study","All Tumors","All tumor samples (647 samples)","coadread_tcga_all","coadread_tcga"
"all_cases_with_mrna_array_data","Tumor Samples with mRNA data (Agilent microarray)","All samples with mRNA expression data (222 samples)","coadread_tcga_mrna","coadread_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (7 samples)","coadread_tcga_3way_complete","coadread_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (498 samples)","coadread_tcga_rppa","coadread_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (534 samples)","coadread_tcga_pan_can_atlas_2018_sequenced","coadread_tcga_pan_can_atlas_2018"
